FirstName,LastName,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status,Customer Handling Rate
Kimberly,Jones,Marketing,Content Strategist,4/29/2016,45468,,,,,,,,Trevor Cooper,Meets Expectation,Satisfactory
Andrew,Watson,Sales,Account Manager,12/12/2018 ,50407,184862,113415,0,7467,4,1,,Bryan Burnett,High Performance,Need Improvement
Deborah,Jordan,Finance,Accountant,8/14/2018,56401,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jesus,Bond,IT,IT Support,7/15/2021,111699,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Candace,Macdonald,Sales,Sales Manager,11/05/2023 ,64669,45534,133670,0,2775,5,9,,Bryan Burnett,Need Improvement,Need Improvement
Kathy,Ross,Operations,Operations Manager,02/06/2021 ,59914,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Frank,Gonzalez,HR,HR Coordinator,03/05/2017 ,86997,,,,,,,97,Renee Green,Meets Expectation,Need Improvement
Raymond,Miller,Finance,Auditor,06/10/2018 ,71036,,,,,,,,David Davis,Meets Expectation,Need Improvement
Robert,Johnson,HR,HR Manager,10/30/2016,47642,,,,,,,82,Renee Green,Meets Expectation,Need Improvement
David,Campbell,Sales,Account Manager,07/11/2023 ,80791,232291,73601,0,13264,2,8,,Bryan Burnett,High Performance,Need Improvement
Julie,Beck,Customer Support,Call Center Agent,3/28/2022,39430,,,,,3,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Larry,Richards,HR,HR Coordinator,08/02/2022 ,63542,,,,,,,92,Renee Green,Meets Expectation,Need Improvement
Daniel,Mckay,Finance,Auditor,12/06/2017 ,84603,,,,,,,,David Davis,Meets Expectation,Need Improvement
Terri,Campbell,Marketing,Content Strategist,11/25/2021,71758,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Mrs.,Karen,HR,HR Coordinator,03/07/2021 ,47948,,,,,,,97,Renee Green,Meets Expectation,Need Improvement
Jordan,Cobb,Finance,Accountant,10/26/2023,59321,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jennifer,George,Customer Support,Call Center Agent,05/04/2022 ,43661,,,,,3,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Brandon,Green,IT,IT Support,7/31/2018,67634,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Lisa,Harvey,Finance,Auditor,1/26/2016,99826,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jacob,Crawford,Finance,Accountant,9/22/2023,92982,,,,,,,,David Davis,Meets Expectation,Need Improvement
Teresa,Parker,IT,Data Analyst,5/19/2022,97249,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michael,Williams,HR,HR Manager,11/12/2022 ,72666,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Kristin,Diaz,Marketing,Marketing Analyst,4/29/2015,48050,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Katrina,Smith,Operations,Logistics Coordinator,10/30/2020,63953,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Frederick,Pugh,IT,IT Support,8/16/2018,61114,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Mr.,Andrew,IT,IT Support,07/01/2016 ,53044,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
James,Morgan,Sales,Account Manager,07/09/2016 ,55131,125647,176230,0,6606,1,6,,Bryan Burnett,Need Improvement,Satisfactory
Christina,Walker,Sales,Account Manager,11/06/2020 ,44476,170866,164459,0,11411,4,3,,Bryan Burnett,High Performance,Satisfactory
Chad,Hancock,Customer Support,Call Center Agent,10/22/2019,67785,,,,,4,1,,Christopher Ochoa,Meets Expectation,Satisfactory
Regina,Cuevas,Sales,Sales Manager,2/27/2018,60927,170548,124174,0,5688,4,3,,Bryan Burnett,High Performance,Need Improvement
Kara,Johnson,Operations,Procurement Specialist,5/14/2022,79977,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Stephen,Gates,Finance,Financial Analyst,12/04/2019 ,65643,,,,,,,,David Davis,Meets Expectation,Need Improvement
Beverly,Hernandez,HR,Recruiter,6/20/2017,68803,,,,,,,67,Renee Green,Meets Expectation,Need Improvement
Garrett,Decker,Marketing,Content Strategist,02/03/2022 ,59052,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Ronald,Tucker,HR,HR Manager,11/14/2016,47791,,,,,,,74,Renee Green,Meets Expectation,Need Improvement
Nicole,Gonzales,HR,HR Coordinator,01/08/2016 ,58977,,,,,,,86,Renee Green,Meets Expectation,Need Improvement
Jeffrey,Stone,Operations,Procurement Specialist,10/24/2016,93308,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Michael,Peterson,Sales,Sales Manager,05/07/2021 ,77964,129658,150443,0,3595,1,2,,Bryan Burnett,Meets Expectation,Need Improvement
Lisa,Campbell,Marketing,SEO Specialist,08/10/2017 ,79901,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Ryan,Pineda,Marketing,SEO Specialist,2/27/2017,65004,,,,,,,,Trevor Cooper,Meets Expectation,Excellent Services
Michelle,Smith,Sales,Sales Manager,6/28/2015,64627,179560,50144,0,8239,5,2,,Bryan Burnett,High Performance,Excellent Services
Mr.,Robert,Customer Support,Support Specialist,10/12/2022 ,37953,,,,,5,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Thomas,Cooke,Finance,Financial Analyst,03/05/2020 ,61941,,,,,,,,David Davis,Meets Expectation,Need Improvement
Elizabeth,Cherry,Operations,Operations Manager,03/12/2017 ,92798,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Cynthia,Jackson,IT,Software Engineer,07/11/2018 ,84997,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Erica,Middleton,Customer Support,Customer Service Rep,5/31/2017,62487,,,,,1,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Lynn,Holt,Marketing,Content Strategist,08/12/2018 ,52735,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Carlos,Rosales,HR,Recruiter,5/13/2020,75499,,,,,,,98,Renee Green,Meets Expectation,Need Improvement
Jeremy,Benton,IT,Data Analyst,6/14/2021,66012,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Hannah,Perez,Sales,Sales Manager,1/29/2017,40866,219651,133513,0,5953,5,5,,Bryan Burnett,High Performance,Need Improvement
Timothy,Kaiser,Marketing,Content Strategist,1/20/2019,70780,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
John,Meyer,HR,HR Manager,05/04/2018 ,49397,,,,,,,88,Renee Green,Meets Expectation,Need Improvement
Sue,Green,Customer Support,Customer Service Rep,5/30/2020,45901,,,,,1,3,,Christopher Ochoa,Meets Expectation,Need Improvement
William,Munoz,Sales,Sales Executive,10/19/2018,78244,95138,144411,0,3625,3,2,,Bryan Burnett,Need Improvement,Need Improvement
Brandon,Brock,Customer Support,Call Center Agent,9/19/2018,56315,,,,,2,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Michael,Skinner,Marketing,Marketing Analyst,5/27/2022,77258,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Todd,Smith,HR,Recruiter,4/27/2016,54189,,,,,,,61,Renee Green,Meets Expectation,Need Improvement
Manuel,Nelson,Marketing,Content Strategist,5/18/2016,58385,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Mr.,Carlos,Finance,Auditor,09/08/2023 ,102107,,,,,,,,David Davis,Meets Expectation,Need Improvement
Randall,Myers,Operations,Operations Manager,5/14/2017,99331,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Victoria,Mitchell,Finance,Accountant,3/26/2021,75490,,,,,,,,David Davis,Meets Expectation,Need Improvement
Lauren,Lee,Finance,Auditor,11/01/2017 ,72358,,,,,,,,David Davis,Meets Expectation,Need Improvement
Lauren,Porter,Operations,Procurement Specialist,07/01/2016 ,59681,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Thomas,Martin,Sales,Account Manager,03/01/2018 ,57374,109992,188612,0,3847,2,4,,Bryan Burnett,Need Improvement,Need Improvement
April,Reynolds,IT,IT Support,2/27/2015,60364,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Gerald,Curry,Marketing,Marketing Analyst,03/12/2015 ,54711,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Holly,Miller,Finance,Financial Analyst,07/08/2018 ,98206,,,,,,,,David Davis,Meets Expectation,Need Improvement
Rebecca,Patton,Marketing,Marketing Analyst,6/22/2017,84949,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Dakota,Taylor,IT,IT Support,11/30/2018,103143,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Rebecca,Wilson,Marketing,Content Strategist,6/26/2020,80040,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Stephanie,Crawford,HR,HR Coordinator,12/02/2015 ,72507,,,,,,,72,Renee Green,Meets Expectation,Need Improvement
Madison,Miller,HR,HR Manager,12/02/2019 ,46537,,,,,,,78,Renee Green,Meets Expectation,Need Improvement
Chris,Bautista,Sales,Sales Executive,9/18/2020,89651,218132,104910,0,8448,1,6,,Bryan Burnett,High Performance,Need Improvement
David,Hicks,Marketing,Content Strategist,09/05/2016 ,59648,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Brittany,Jones,Marketing,Marketing Analyst,07/07/2021 ,67715,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Kristen,Larson,Marketing,Marketing Analyst,3/29/2020,66742,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jennifer,Avila,Finance,Accountant,03/01/2023 ,68041,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jay,Hutchinson,Finance,Auditor,3/15/2023,108080,,,,,,,,David Davis,Meets Expectation,Excellent Services
Lindsey,Simmons,Customer Support,Customer Service Rep,01/09/2017 ,43063,,,,,5,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Mark,Hall,Finance,Auditor,2/28/2020,78603,,,,,,,,David Davis,Meets Expectation,Need Improvement
Barbara,Manning,HR,Recruiter,11/20/2019,77607,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Justin,Harrell,Marketing,Marketing Analyst,07/11/2021 ,76242,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Carrie,Tran,Customer Support,Customer Service Rep,1/27/2019,38085,,,,,3,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Krystal,Brown,Sales,Sales Manager,04/04/2020 ,55782,239910,145400,0,14168,3,9,,Bryan Burnett,High Performance,Need Improvement
Christina,Marquez,IT,Data Analyst,4/26/2022,78946,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Lori,Spencer,IT,IT Support,10/17/2019,81736,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Madison,Wright,Finance,Financial Analyst,04/05/2023 ,100351,,,,,,,,David Davis,Meets Expectation,Need Improvement
John,Miller,Finance,Financial Analyst,12/16/2018,57828,,,,,,,,David Davis,Meets Expectation,Need Improvement
Daniel,Smith,Marketing,Marketing Analyst,1/17/2020,63306,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Rita,Martin,HR,HR Coordinator,4/16/2023,94087,,,,,,,83,Renee Green,Meets Expectation,Need Improvement
Darren,Wolf,Customer Support,Call Center Agent,10/19/2017,68578,,,,,5,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Joann,Gordon,Marketing,SEO Specialist,1/30/2023,61055,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Ashley,Santana,Marketing,Content Strategist,2/20/2017,62591,,,,,,,,Trevor Cooper,Meets Expectation,Excellent Services
Mary,Young,Customer Support,Customer Service Rep,08/01/2021 ,42040,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Amy,Johnson,Marketing,SEO Specialist,11/14/2016,58889,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Kimberly,Powers,Sales,Sales Executive,10/04/2017 ,87327,248104,72814,0,10490,1,1,,Bryan Burnett,High Performance,Need Improvement
Deborah,Jacobs,Sales,Sales Manager,04/09/2016 ,74443,141786,99231,0,6634,3,0,,Bryan Burnett,High Performance,Need Improvement
Alexander,Lynch,Sales,Account Manager,02/07/2015 ,40716,159260,62644,0,10178,1,3,,Bryan Burnett,High Performance,Need Improvement
Amanda,Christensen,HR,HR Coordinator,10/16/2018,77250,,,,,,,84,Renee Green,Meets Expectation,Need Improvement
Victor,Morris,Operations,Procurement Specialist,8/23/2019,68029,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Chad,Griffith,Operations,Operations Manager,10/04/2015 ,51620,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Christopher,Sweeney,IT,IT Support,6/17/2018,63293,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michael,Washington,Customer Support,Call Center Agent,04/04/2022 ,62912,,,,,3,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Lindsay,Davis,Finance,Accountant,9/18/2020,76037,,,,,,,,David Davis,Meets Expectation,Need Improvement
Allison,Jones,Customer Support,Support Specialist,5/22/2021,49388,,,,,5,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Matthew,Hart,Customer Support,Support Specialist,11/22/2015,58925,,,,,3,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Carolyn,Russell,Marketing,Marketing Analyst,12/25/2018,51624,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Joseph,Beard,HR,HR Coordinator,2/18/2018,66472,,,,,,,90,Renee Green,Meets Expectation,Need Improvement
Lisa,Bender,HR,HR Manager,02/11/2022 ,92442,,,,,,,79,Renee Green,Meets Expectation,Need Improvement
Brittany,Bright,Sales,Sales Manager,12/20/2020,46223,151283,77854,0,10124,2,7,,Bryan Burnett,High Performance,Need Improvement
William,Lutz,IT,Software Engineer,1/27/2020,71953,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Kendra,Gentry,Customer Support,Call Center Agent,01/02/2015 ,57554,,,,,2,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Eric,Villarreal,Operations,Logistics Coordinator,7/13/2019,59347,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kimberly,Smith,Sales,Sales Executive,2/21/2016,70666,159901,160050,0,4938,1,3,,Bryan Burnett,Meets Expectation,Excellent Services
Kurt,Fuller,Sales,Sales Manager,10/26/2015,72056,185631,110221,0,8781,5,2,,Bryan Burnett,High Performance,Need Improvement
George,Hicks,Operations,Logistics Coordinator,09/07/2021 ,103780,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Julie,Whitehead,Operations,Procurement Specialist,08/12/2015 ,97038,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Deborah,Pruitt,IT,IT Support,11/17/2023,61477,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Kristina,Rodriguez,Sales,Sales Manager,12/01/2019 ,70540,67341,61859,0,4562,3,8,,Bryan Burnett,High Performance,Need Improvement
Jonathan,Morris,Finance,Accountant,03/02/2018 ,62503,,,,,,,,David Davis,Meets Expectation,Need Improvement
Brittney,Carpenter,Sales,Sales Manager,6/21/2018,65682,207293,93485,0,5025,2,5,,Bryan Burnett,High Performance,Excellent Services
Megan,Jackson,Sales,Account Manager,02/07/2020 ,71407,196957,174467,0,12664,5,3,,Bryan Burnett,High Performance,Need Improvement
Chad,Oneill,Sales,Account Manager,08/01/2023 ,61824,248259,145210,0,6233,1,9,,Bryan Burnett,High Performance,Need Improvement
Bryan,Hughes,Sales,Account Manager,4/22/2021,79282,233984,65080,0,16148,3,0,,Bryan Burnett,High Performance,Need Improvement
Natalie,Boyd,Finance,Accountant,5/31/2020,94923,,,,,,,,David Davis,Meets Expectation,Need Improvement
Timothy,Jones,HR,HR Coordinator,08/01/2022 ,56719,,,,,,,77,Renee Green,Meets Expectation,Need Improvement
Victoria,Ford,IT,Software Engineer,12/07/2016 ,62061,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Derrick,Hatfield,Sales,Account Manager,4/28/2020,78352,243656,62287,0,13277,5,5,,Bryan Burnett,High Performance,Need Improvement
Courtney,Hernandez,Operations,Operations Manager,2/25/2016,97042,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Roy,Skinner,Customer Support,Call Center Agent,11/04/2019 ,35513,,,,,5,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Kevin,Hawkins,Operations,Procurement Specialist,7/15/2016,97948,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Courtney,Lawson,Customer Support,Customer Service Rep,3/31/2021,43948,,,,,3,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Mark,Stewart,HR,HR Manager,10/07/2020 ,48542,,,,,,,83,Renee Green,Meets Expectation,Need Improvement
Sarah,Friedman,Finance,Financial Analyst,1/26/2020,96566,,,,,,,,David Davis,Meets Expectation,Need Improvement
Robyn,Martin,Sales,Sales Executive,4/17/2020,59521,75860,58321,0,2785,1,8,,Bryan Burnett,High Performance,Need Improvement
Jesse,Martinez,Sales,Sales Manager,8/24/2021,86813,237319,54293,0,4808,5,8,,Bryan Burnett,High Performance,Need Improvement
Kaitlin,Patterson,Marketing,Content Strategist,12/04/2016 ,68753,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Tiffany,Jackson,Finance,Accountant,9/28/2017,64447,,,,,,,,David Davis,Meets Expectation,Need Improvement
Kelsey,Berry,Operations,Procurement Specialist,7/31/2023,104705,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Tasha,Diaz,IT,Software Engineer,1/17/2019,74049,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Stephanie,Hudson,Marketing,Marketing Analyst,2/19/2015,67395,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Mr.,Christopher,Sales,Sales Executive,08/01/2023 ,51874,210706,144100,0,4379,3,2,,Bryan Burnett,High Performance,Need Improvement
Timothy,Odonnell,Finance,Financial Analyst,12/25/2015,73846,,,,,,,,David Davis,Meets Expectation,Need Improvement
Mark,Hopkins,IT,IT Support,8/25/2018,63475,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Jeremy,Parrish,Customer Support,Customer Service Rep,10/14/2021,58220,,,,,4,0,,Christopher Ochoa,Meets Expectation,Need Improvement
James,Smith,Marketing,Content Strategist,11/09/2018 ,57137,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Randy,Diaz,Sales,Sales Manager,7/28/2018,42921,142730,94292,0,3265,1,9,,Bryan Burnett,High Performance,Need Improvement
Timothy,Marshall,Operations,Operations Manager,12/27/2023,87078,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Danielle,Ramirez,IT,Software Engineer,5/25/2023,55325,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Sean,Grant,Sales,Sales Executive,4/24/2016,86862,24139,181609,0,1060,3,2,,Bryan Burnett,Need Improvement,Need Improvement
Shelley,Smith,Operations,Logistics Coordinator,3/25/2022,86650,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
David,Bolton,Operations,Operations Manager,06/09/2015 ,52850,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Christopher,Moreno,Customer Support,Customer Service Rep,06/02/2020 ,36962,,,,,3,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Robert,Powell,Marketing,SEO Specialist,2/15/2020,45736,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Tracy,Lee,Sales,Sales Manager,04/02/2017 ,46691,88623,153493,0,4177,5,8,,Bryan Burnett,Need Improvement,Need Improvement
Stephanie,Grant,IT,Data Analyst,09/12/2015 ,58910,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michael,Ayers,Sales,Sales Executive,12/30/2017,42288,149276,125449,0,4525,4,6,,Bryan Burnett,High Performance,Need Improvement
Mark,Collins,Marketing,Marketing Analyst,11/18/2020,65012,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Nathaniel,Holloway,Operations,Operations Manager,05/09/2019 ,98501,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Andrew,Hicks,HR,Recruiter,05/02/2019 ,46903,,,,,,,76,Renee Green,Meets Expectation,Satisfactory
Lisa,Mitchell,Sales,Sales Manager,01/10/2021 ,71336,202379,141847,0,8632,4,2,,Bryan Burnett,High Performance,Need Improvement
Matthew,Anderson,Operations,Procurement Specialist,12/02/2023 ,98623,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Paul,Chavez,Marketing,SEO Specialist,2/16/2015,70987,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Sarah,Henry,Marketing,Content Strategist,4/27/2021,84500,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Marcus,Weeks,Operations,Procurement Specialist,07/12/2019 ,71522,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Tracy,Zavala,IT,Software Engineer,05/05/2018 ,85246,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Angela,Chambers,IT,Data Analyst,11/27/2023,114322,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Deborah,Jackson,Operations,Logistics Coordinator,01/09/2019 ,77593,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
